work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2024,EN,FT,Data Analyst,62000,USD,62000,US,0,US,M
2024,MI,FT,Machine Learning Scientist,176000,USD,176000,US,0,US,M
2024,MI,FT,Machine Learning Scientist,72700,USD,72700,US,0,US,M
2024,MI,FT,Data Science,33966,GBP,42457,ZA,0,ZA,M
2024,MI,FT,Data Science,31396,GBP,39245,ZA,0,ZA,M
2024,EN,FT,Research Scientist,170500,USD,170500,US,100,US,M
2024,EN,FT,Research Scientist,123200,USD,123200,US,100,US,M
2024,SE,FT,Machine Learning Engineer,296400,USD,296400,US,0,US,M
2024,SE,FT,Machine Learning Engineer,159600,USD,159600,US,0,US,M
2024,SE,FT,Applied Scientist,158200,USD,158200,US,0,US,M
2024,SE,FT,Applied Scientist,79000,USD,79000,US,0,US,M
2024,SE,FT,Data Scientist,153000,USD,153000,NZ,0,NZ,M
2024,SE,FT,Data Scientist,135000,USD,135000,NZ,0,NZ,M
2024,MI,FT,Data Scientist,145000,USD,145000,US,0,US,M
2024,MI,FT,Data Scientist,125000,USD,125000,US,0,US,M
2024,EX,FT,Head of Data,230000,USD,230000,US,100,US,M
2024,EX,FT,Head of Data,200000,USD,200000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,278000,USD,278000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,196000,USD,196000,US,0,US,M
2024,SE,FT,Data Engineer,140000,USD,140000,US,100,US,M
2024,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M
2024,MI,FT,Data Scientist,45000,USD,45000,AR,100,AR,M
2024,MI,FT,Data Scientist,30000,USD,30000,AR,100,AR,M
2024,SE,FT,Data Scientist,218000,USD,218000,US,0,US,M
2024,SE,FT,Data Scientist,145000,USD,145000,US,0,US,M
2024,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M
2024,SE,FT,Data Analyst,86220,USD,86220,US,0,US,M
2024,MI,FT,Data Engineer,190000,USD,190000,US,0,US,M
2024,MI,FT,Data Engineer,150000,USD,150000,US,0,US,M
2024,MI,FT,Business Intelligence,110000,USD,110000,US,0,US,M
2024,MI,FT,Business Intelligence,95000,USD,95000,US,0,US,M
2024,SE,FT,Data Science,110000,USD,110000,US,0,US,M
2024,SE,FT,Data Science,90000,USD,90000,US,0,US,M
2024,MI,FT,Data Engineer,140000,USD,140000,US,0,US,M
2024,MI,FT,Data Engineer,110000,USD,110000,US,0,US,M
2024,MI,FT,Data Analyst,80000,USD,80000,US,100,US,M
2024,MI,FT,Data Analyst,50000,USD,50000,US,100,US,M
2024,SE,FT,Data Analyst,180000,USD,180000,US,100,US,M
2024,SE,FT,Data Analyst,130000,USD,130000,US,100,US,M
2024,SE,FT,Data Engineer,200000,USD,200000,US,0,US,M
2024,SE,FT,Data Engineer,147000,USD,147000,US,0,US,M
2024,SE,FT,Data Analyst,148000,USD,148000,US,0,US,M
2024,SE,FT,Data Analyst,125000,USD,125000,US,0,US,M
2024,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M
2024,SE,FT,Data Scientist,110000,USD,110000,US,0,US,M
2024,SE,FT,Data Analyst,245400,USD,245400,US,100,US,M
2024,SE,FT,Data Analyst,135800,USD,135800,US,100,US,M
2024,EX,FT,Business Intelligence,200000,USD,200000,US,0,US,M
2024,EX,FT,Business Intelligence,175000,USD,175000,US,0,US,M
2024,SE,FT,Applied Scientist,249700,USD,249700,US,100,US,M
2024,SE,FT,Applied Scientist,156300,USD,156300,US,100,US,M
2024,SE,FT,Data Architect,190000,USD,190000,US,100,US,M
2024,SE,FT,Data Architect,140000,USD,140000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,370000,USD,370000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,220000,USD,220000,US,0,US,M
2024,EN,FT,Data Engineer,35000,EUR,38888,ES,0,ES,M
2024,EN,FT,Data Engineer,27000,EUR,30000,ES,0,ES,M
2024,SE,FT,Machine Learning Engineer,280000,USD,280000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,184000,USD,184000,US,100,US,M
2024,MI,FT,Data Analyst,174000,USD,174000,US,0,US,M
2024,MI,FT,Data Analyst,132000,USD,132000,US,0,US,M
2024,SE,FT,Analytics Engineer,720000,USD,720000,US,0,US,M
2024,SE,FT,Analytics Engineer,170000,USD,170000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,200000,USD,200000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,160000,USD,160000,US,0,US,M
2024,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M
2024,SE,FT,Data Scientist,111000,USD,111000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,280000,USD,280000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,184000,USD,184000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,302900,USD,302900,US,0,US,M
2024,SE,FT,Machine Learning Engineer,302900,USD,302900,US,0,US,M
2024,MI,FT,Data Engineer,179500,USD,179500,US,0,US,M
2024,MI,FT,Data Engineer,149500,USD,149500,US,0,US,M
2024,SE,FT,Data Architect,238000,USD,238000,US,100,US,M
2024,SE,FT,Data Architect,149000,USD,149000,US,100,US,M
2024,SE,FT,Data Scientist,190000,USD,190000,US,0,US,M
2024,SE,FT,Data Scientist,148000,USD,148000,US,0,US,M
2024,SE,FT,Data Modeler,162225,USD,162225,US,0,US,M
2024,SE,FT,Data Modeler,139050,USD,139050,US,0,US,M
2024,SE,FT,Data Engineer,190000,USD,190000,US,100,US,M
2024,SE,FT,Data Engineer,105301,USD,105301,US,100,US,M
2024,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M
2024,SE,FT,Data Scientist,139000,USD,139000,US,0,US,M
2024,SE,FT,Data Analyst,50000,GBP,62500,GB,0,GB,M
2024,SE,FT,Data Analyst,44000,GBP,55000,GB,0,GB,M
2024,SE,FT,Machine Learning Engineer,252000,USD,252000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,168000,USD,168000,US,0,US,M
2024,MI,FT,Data Engineer,85000,USD,85000,US,0,US,M
2024,MI,FT,Data Engineer,74880,USD,74880,US,0,US,M
2024,SE,FT,Machine Learning Engineer,260000,USD,260000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,160000,USD,160000,US,0,US,M
2024,SE,FT,Data Engineer,190000,USD,190000,US,100,US,M
2024,SE,FT,Data Engineer,150000,USD,150000,US,100,US,M
2024,MI,FT,Research Engineer,234000,USD,234000,US,0,US,M
2024,MI,FT,Research Engineer,176000,USD,176000,US,0,US,M
2024,MI,FT,Data Engineer,125000,USD,125000,US,100,US,M
2024,MI,FT,Data Engineer,100000,USD,100000,US,100,US,M
2024,SE,FT,ML Engineer,155000,USD,155000,US,0,US,M
2024,SE,FT,ML Engineer,100000,USD,100000,US,0,US,M
2024,SE,FT,Data Analyst,170000,USD,170000,CA,100,CA,M
2024,SE,FT,Data Analyst,130000,USD,130000,CA,100,CA,M
2024,MI,FT,Data Engineer,184000,USD,184000,US,0,US,M
2024,MI,FT,Data Engineer,123000,USD,123000,US,0,US,M
2024,SE,FT,Data Modeler,140000,USD,140000,US,100,US,M
2024,SE,FT,Data Modeler,130000,USD,130000,US,100,US,M
2024,MI,FT,Data Scientist,159550,USD,159550,US,0,US,M
2024,MI,FT,Data Scientist,113000,USD,113000,US,0,US,M
2024,SE,FT,Data Scientist,222300,USD,222300,FR,0,FR,M
2024,SE,FT,Data Scientist,119700,USD,119700,FR,0,FR,M
2024,SE,FT,ML Engineer,120000,USD,120000,US,0,US,M
2024,SE,FT,ML Engineer,75000,USD,75000,US,0,US,M
2024,SE,FT,AI Scientist,166000,USD,166000,US,0,US,M
2024,SE,FT,AI Scientist,110781,USD,110781,US,0,US,M
2024,MI,FT,Data Scientist,121500,USD,121500,US,100,US,M
2024,MI,FT,Data Scientist,88200,USD,88200,US,100,US,M
2024,EN,PT,Data Science,63162,USD,63162,US,0,US,M
2024,EN,PT,Data Science,37154,USD,37154,US,0,US,M
2024,SE,FT,Data Scientist,195800,USD,195800,US,0,US,M
2024,SE,FT,Data Scientist,161900,USD,161900,US,0,US,M
2024,SE,FT,Data Analyst,142166,USD,142166,US,0,US,M
2024,SE,FT,Data Analyst,88854,USD,88854,US,0,US,M
2024,EN,FT,Business Intelligence Developer,137000,USD,137000,US,0,US,M
2024,EN,FT,Business Intelligence Developer,60400,USD,60400,US,0,US,M
2024,SE,FT,Data Architect,178090,USD,178090,US,100,US,M
2024,SE,FT,Data Architect,92118,USD,92118,US,100,US,M
2024,EX,FT,Head of Data,257500,USD,257500,US,0,US,M
2024,EX,FT,Head of Data,190000,USD,190000,US,0,US,M
2024,MI,FT,AI Engineer,176000,USD,176000,US,0,US,M
2024,MI,FT,AI Engineer,106500,USD,106500,US,0,US,M
2024,MI,FT,Business Intelligence,125500,USD,125500,US,0,US,M
2024,MI,FT,Business Intelligence,78000,USD,78000,US,0,US,M
2024,SE,FT,Data Engineer,200000,USD,200000,US,100,US,M
2024,SE,FT,Data Engineer,96000,USD,96000,US,100,US,M
2024,EN,FT,Business Intelligence Analyst,192500,USD,192500,US,0,US,M
2024,EN,FT,Business Intelligence Analyst,140000,USD,140000,US,0,US,M
2024,SE,FT,Data Engineer,220000,USD,220000,US,0,US,M
2024,SE,FT,Data Engineer,96600,USD,96600,US,0,US,M
2024,SE,FT,Data Engineer,195500,USD,195500,US,0,US,M
2024,SE,FT,Data Engineer,117300,USD,117300,US,0,US,M
2024,SE,FT,Data Engineer,156000,USD,156000,US,0,US,M
2024,SE,FT,Data Engineer,124000,USD,124000,US,0,US,M
2024,SE,FT,Data Architect,178090,USD,178090,US,0,US,M
2024,SE,FT,Data Architect,81978,USD,81978,US,0,US,M
2024,SE,FT,Data Engineer,142500,USD,142500,US,0,US,M
2024,SE,FT,Data Engineer,90000,USD,90000,US,0,US,M
2024,SE,FT,Data Engineer,171210,USD,171210,CA,0,CA,M
2024,SE,FT,Data Engineer,92190,USD,92190,CA,0,CA,M
2024,SE,FT,Data Architect,59421,GBP,74276,GB,0,GB,M
2024,SE,FT,Data Architect,48350,GBP,60437,GB,0,GB,M
2024,MI,FT,Machine Learning Developer,125000,USD,125000,CA,0,CA,M
2024,MI,FT,Machine Learning Developer,90000,USD,90000,CA,0,CA,M
2024,MI,FT,Data Scientist,176000,USD,176000,US,100,US,M
2024,MI,FT,Data Scientist,72700,USD,72700,US,100,US,M
2024,MI,FT,Data Engineer,132600,USD,132600,US,0,US,M
2024,MI,FT,Data Engineer,80845,USD,80845,US,0,US,M
2024,EX,FT,Data Engineer,250000,USD,250000,US,0,US,M
2024,EX,FT,Data Engineer,150000,USD,150000,US,0,US,M
2024,MI,FT,Data Management Specialist,79000,USD,79000,US,0,US,M
2024,MI,FT,Data Management Specialist,72000,USD,72000,US,0,US,M
2024,SE,FT,Data Scientist,230800,USD,230800,US,100,US,M
2024,SE,FT,Data Scientist,96200,USD,96200,US,100,US,M
2024,EN,FT,Data Scientist,187415,USD,187415,US,0,US,M
2024,EN,FT,Data Scientist,114080,USD,114080,US,0,US,M
2024,EN,FT,Business Intelligence Lead,187415,USD,187415,US,0,US,M
2024,EN,FT,Business Intelligence Lead,114080,USD,114080,US,0,US,M
2024,SE,FT,Data Engineer,277000,USD,277000,US,0,US,M
2024,SE,FT,Data Engineer,173000,USD,173000,US,0,US,M
2024,MI,FT,Data Engineer,175000,USD,175000,US,0,US,M
2024,MI,FT,Data Engineer,117000,USD,117000,US,0,US,M
2024,SE,FT,Data Architect,193000,USD,193000,US,0,US,M
2024,SE,FT,Data Architect,84600,USD,84600,US,0,US,M
2024,SE,FT,AI Engineer,220000,USD,220000,US,0,US,M
2024,SE,FT,AI Engineer,96600,USD,96600,US,0,US,M
2024,SE,FT,Data Analyst,170000,USD,170000,US,0,US,M
2024,SE,FT,Data Analyst,130000,USD,130000,US,0,US,M
2024,MI,FT,Data Scientist,172000,USD,172000,US,0,US,M
2024,MI,FT,Data Scientist,75600,USD,75600,US,0,US,M
2024,SE,FT,Machine Learning Scientist,201000,USD,201000,US,0,US,M
2024,SE,FT,Machine Learning Scientist,125500,USD,125500,US,0,US,M
2024,SE,FT,Business Intelligence Analyst,187000,USD,187000,US,100,US,M
2024,SE,FT,Business Intelligence Analyst,117000,USD,117000,US,100,US,M
2024,EN,FT,Data Analyst,61700,USD,61700,US,0,US,M
2024,EN,FT,Data Analyst,55000,USD,55000,US,0,US,M
2024,MI,FT,Data Engineer,45000,GBP,56250,GB,0,GB,M
2024,MI,FT,Data Engineer,35000,GBP,43750,GB,0,GB,M
2024,SE,FT,Data Science,292300,USD,292300,CA,0,CA,M
2024,SE,FT,Data Science,149700,USD,149700,CA,0,CA,M
2024,SE,FT,Business Intelligence Engineer,165600,USD,165600,US,0,US,L
2024,SE,FT,Business Intelligence Engineer,65800,USD,65800,US,0,US,L
2024,MI,FT,Data Engineer,148000,USD,148000,US,0,US,M
2024,MI,FT,Data Engineer,118000,USD,118000,US,0,US,M
2024,SE,FT,Data Scientist,50000,GBP,62500,GB,0,GB,M
2024,SE,FT,Data Scientist,50000,GBP,62500,GB,0,GB,M
2024,MI,FT,ML Engineer,252000,USD,252000,US,0,US,M
2024,MI,FT,ML Engineer,168000,USD,168000,US,0,US,M
2024,SE,FT,Data Engineer,149076,USD,149076,US,0,US,M
2024,SE,FT,Data Engineer,82365,USD,82365,US,0,US,M
2024,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M
2024,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M
2024,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M
2024,SE,FT,Data Engineer,115000,USD,115000,US,0,US,M
2024,MI,FT,Data Engineer,193000,USD,193000,US,0,US,M
2024,MI,FT,Data Engineer,128000,USD,128000,US,0,US,M
2024,SE,FT,ML Engineer,220000,USD,220000,US,0,US,M
2024,SE,FT,ML Engineer,170000,USD,170000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,189000,USD,189000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,136000,USD,136000,US,0,US,M
2024,MI,FT,Business Intelligence Engineer,185000,USD,185000,US,0,US,L
2024,MI,FT,Business Intelligence Engineer,79600,USD,79600,US,0,US,L
2024,MI,FT,Applied Scientist,210000,USD,210000,US,0,US,M
2024,MI,FT,Applied Scientist,160000,USD,160000,US,0,US,M
2024,EX,FT,Data Science,200000,USD,200000,US,0,US,M
2024,EX,FT,Data Science,160000,USD,160000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,150000,USD,150000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,90000,USD,90000,US,0,US,M
2024,MI,FT,Machine Learning Engineer,208200,USD,208200,US,100,US,M
2024,MI,FT,Machine Learning Engineer,124900,USD,124900,US,100,US,M
2024,SE,FT,Data Engineer,150000,USD,150000,US,0,US,M
2024,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,189000,USD,189000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,160000,USD,160000,US,0,US,M
2024,SE,FT,Data Engineer,255475,USD,255475,US,0,US,M
2024,SE,FT,Data Engineer,185800,USD,185800,US,0,US,M
2024,SE,FT,Data Engineer,220000,USD,220000,US,0,US,M
2024,SE,FT,Data Engineer,170000,USD,170000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,220000,USD,220000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,170000,USD,170000,US,0,US,M
2024,SE,FT,Data Analyst,113800,USD,113800,US,100,US,M
2024,SE,FT,Data Analyst,74400,USD,74400,US,100,US,M
2024,SE,FT,Machine Learning Engineer,260000,USD,260000,US,0,US,M
2024,MI,FT,Data Scientist,180000,USD,180000,US,0,US,M
2024,MI,FT,Data Scientist,140000,USD,140000,US,0,US,M
2024,SE,FT,Business Intelligence Engineer,108500,USD,108500,US,0,US,M
2024,SE,FT,Business Intelligence Engineer,78800,USD,78800,US,0,US,M
2024,SE,FT,Machine Learning Engineer,252000,USD,252000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,181000,USD,181000,US,0,US,M
2024,SE,FT,Data Scientist,301126,USD,301126,US,100,US,M
2024,SE,FT,Data Scientist,210788,USD,210788,US,100,US,M
2024,EN,FT,Data Analyst,20000,USD,20000,KE,100,KE,M
2024,SE,FT,Data Analyst,147500,USD,147500,US,0,US,M
2024,SE,FT,Data Analyst,85000,USD,85000,US,0,US,M
2024,SE,FT,Data Architect,175000,USD,175000,US,0,US,M
2024,SE,FT,Data Architect,117000,USD,117000,US,0,US,M
2024,EN,FT,Data Analyst,102927,USD,102927,AU,0,AU,M
2024,EN,FT,Data Analyst,95010,USD,95010,AU,0,AU,M
2024,EN,FT,Business Intelligence Analyst,157400,USD,157400,US,100,US,M
2024,EN,FT,Business Intelligence Analyst,98600,USD,98600,US,100,US,M
2024,EN,FT,Data Analyst,83000,USD,83000,US,100,US,M
2024,EN,FT,Data Analyst,64000,USD,64000,US,100,US,M
2024,SE,FT,Data Engineer,200000,USD,200000,US,100,US,M
2024,SE,FT,Data Engineer,90000,USD,90000,US,100,US,M
2024,SE,FT,ML Engineer,250000,USD,250000,US,100,US,M
2024,SE,FT,ML Engineer,190000,USD,190000,US,100,US,M
2024,SE,FT,ML Engineer,258750,USD,258750,US,0,US,M
2024,SE,FT,ML Engineer,191250,USD,191250,US,0,US,M
2024,EN,FT,ML Engineer,177100,USD,177100,US,0,US,M
2024,EN,FT,ML Engineer,130900,USD,130900,US,0,US,M
2024,EN,FT,Data Analyst,99200,USD,99200,US,100,US,M
2024,EN,FT,Data Analyst,69400,USD,69400,US,100,US,M
2024,MI,FT,Encounter Data Management Professional,79500,USD,79500,US,100,US,M
2024,MI,FT,Encounter Data Management Professional,57700,USD,57700,US,100,US,M
2024,SE,FT,Data Engineer,179000,USD,179000,US,0,US,M
2024,SE,FT,Data Engineer,112000,USD,112000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,206000,USD,206000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,97335,USD,97335,US,0,US,M
2024,MI,FT,Machine Learning Engineer,223900,USD,223900,US,100,US,M
2024,MI,FT,Machine Learning Engineer,140100,USD,140100,US,100,US,M
2024,SE,FT,Data Architect,75000,GBP,93750,GB,0,GB,M
2024,SE,FT,Data Architect,65000,GBP,81250,GB,0,GB,M
2024,SE,FT,Data Manager,144300,USD,144300,US,100,US,M
2024,SE,FT,Data Manager,104800,USD,104800,US,100,US,M
2024,MI,FT,Business Intelligence,168000,USD,168000,US,100,US,L
2024,MI,FT,Business Intelligence,78400,USD,78400,US,100,US,L
2024,SE,FT,Data Analyst,207300,USD,207300,US,0,US,M
2024,SE,FT,Data Analyst,114700,USD,114700,US,0,US,M
2024,SE,FT,Data Scientist,265000,USD,265000,US,100,US,M
2024,SE,FT,Data Scientist,220000,USD,220000,US,100,US,M
2024,SE,FT,Business Intelligence Analyst,120000,USD,120000,US,0,US,M
2024,SE,FT,Business Intelligence Analyst,100000,USD,100000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,306000,USD,306000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,151600,USD,151600,US,0,US,M
2024,EX,FT,Data Science,300000,USD,300000,US,100,US,M
2024,EX,FT,Data Science,220000,USD,220000,US,100,US,M
2024,SE,FT,Data Scientist,167500,USD,167500,US,0,US,M
2024,SE,FT,Data Scientist,138500,USD,138500,US,0,US,M
2024,MI,FT,Data Scientist,194000,USD,194000,US,0,US,M
2024,MI,FT,Data Scientist,125500,USD,125500,US,0,US,M
2024,SE,FT,Analytics Engineer,95000,GBP,118750,GB,0,GB,M
2024,SE,FT,Analytics Engineer,60000,GBP,75000,GB,0,GB,M
2024,SE,FT,Data Engineer,194500,USD,194500,US,0,US,M
2024,SE,FT,Data Engineer,147368,USD,147368,US,0,US,M
2024,MI,FT,Data Engineer,165000,USD,165000,US,0,US,M
2024,MI,FT,Data Engineer,117000,USD,117000,US,0,US,M
2024,SE,FT,Data Analyst,170000,USD,170000,US,0,US,M
2024,SE,FT,Data Analyst,148000,USD,148000,US,0,US,M
2024,SE,FT,Data Manager,160500,USD,160500,US,100,US,M
2024,SE,FT,Data Manager,107000,USD,107000,US,100,US,M
2024,SE,FT,Analytics Engineer,500000,USD,500000,US,0,US,M
2024,SE,FT,Analytics Engineer,80000,USD,80000,US,0,US,M
2024,MI,FT,Data Infrastructure Engineer,241000,USD,241000,US,0,US,M
2024,MI,FT,Data Infrastructure Engineer,189000,USD,189000,US,0,US,M
2024,SE,FT,Data Scientist,167500,USD,167500,US,0,US,M
2024,SE,FT,Data Scientist,138500,USD,138500,US,0,US,M
2024,SE,FT,Research Scientist,200000,USD,200000,US,100,US,M
2024,SE,FT,Research Scientist,148500,USD,148500,US,100,US,M
2024,SE,FT,Research Engineer,273000,USD,273000,US,0,US,M
2024,SE,FT,Research Engineer,166500,USD,166500,US,0,US,M
2024,SE,FT,Data Analyst,106260,USD,106260,US,0,US,M
2024,SE,FT,Data Analyst,82000,USD,82000,US,0,US,M
2024,MI,FT,Business Intelligence Analyst,115000,USD,115000,US,100,US,M
2024,MI,FT,Business Intelligence Analyst,100000,USD,100000,US,100,US,M
2024,MI,FT,Data Scientist,105000,USD,105000,US,0,US,M
2024,MI,FT,Data Scientist,90000,USD,90000,US,0,US,M
2024,SE,FT,Data Scientist,170000,USD,170000,US,0,US,M
2024,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
2024,MI,FT,Data Scientist,170000,USD,170000,US,0,US,M
2024,MI,FT,Data Scientist,145000,USD,145000,US,0,US,M
2024,SE,FT,Data Engineer,233000,USD,233000,US,0,US,M
2024,SE,FT,Data Engineer,140000,USD,140000,US,0,US,M
2024,SE,FT,Data Analyst,202800,USD,202800,US,0,US,M
2024,SE,FT,Data Analyst,108200,USD,108200,US,0,US,M
2024,EX,FT,Head of Data,190000,USD,190000,US,0,US,M
2024,EX,FT,Head of Data,150000,USD,150000,US,0,US,M
2024,SE,FT,Data Scientist,214872,USD,214872,US,100,US,M
2024,SE,FT,Data Scientist,186846,USD,186846,US,100,US,M
2024,EN,FT,Data Scientist,35000,GBP,43750,GB,0,GB,M
2024,EN,FT,Data Scientist,30000,GBP,37500,GB,0,GB,M
2024,SE,FT,Data Engineer,145360,USD,145360,US,100,US,M
2024,SE,FT,Data Engineer,107440,USD,107440,US,100,US,M
2024,SE,FT,Applied Scientist,212800,USD,212800,US,0,US,L
2024,SE,FT,Applied Scientist,115100,USD,115100,US,0,US,L
2024,SE,FT,AI Software Engineer,174000,USD,174000,US,0,US,M
